1777464805,2
1777464810,2
1777464815,2
1777464820,2
1777464825,2
1777464830,2
1777464835,2
1777464840,2
1777464845,2
1777464850,3
1777464855,3
1777464860,3
1777464865,4
1777464871,4
1777464876,5
1777464881,5
1777464886,5
1777464891,6
1777464896,6
1777464901,7
1777464906,7
1777464911,8
1777464916,8
1777464921,8
1777464926,8
1777464931,8
1777464936,8
1777464941,8
1777464946,8
1777464951,8
1777464956,8
1777464961,8
1777464966,8
1777464971,8
1777464976,8
1777464981,8
1777464986,8
1777464992,8
1777464997,8
1777465002,8
1777465007,8
1777465012,8
1777465017,8
1777465022,8
1777465027,8
1777465032,8
1777465037,8
1777465042,8
1777465047,8
1777465052,8
1777465057,8
1777465062,8
1777465067,8
1777465072,8
1777465077,8
1777465082,8
1777465087,8
1777465092,8
1777465097,8
1777465102,8
1777465107,8
1777465113,8
1777465118,8
1777465123,8
1777465128,6
1777465133,6
1777465138,6
1777465143,7
1777465148,7
1777465153,8
1777465158,8
1777465163,9
1777465168,9
1777465173,10
1777465178,10
1777465183,10
1777465188,10
1777465193,10
1777465198,10
1777465203,10
1777465208,10
1777465213,10
1777465218,10
1777465224,10
1777465229,10
1777465234,10
1777465239,10
1777465244,10
1777465249,10
1777465254,10
1777465259,10
1777465264,10
1777465269,10
1777465274,10
1777465279,10
1777465284,10
1777465289,10
1777465294,10
1777465299,8
1777465304,8
1777465309,8
1777465314,8
1777465319,8
1777465324,8
1777465329,8
1777465334,8
1777465339,8
1777465345,8
1777465350,8
1777465355,8
1777465360,8
1777465365,6
1777465370,4
1777465375,2
1777465380,2
1777465385,2
1777465390,2
1777465395,2
1777465400,2
1777465405,2
