1781580646,2
1781580651,2
1781580656,2
1781580661,2
1781580666,2
1781580671,2
1781580676,2
1781580681,2
1781580686,2
1781580691,2
1781580696,3
1781580701,3
1781580707,3
1781580712,4
1781580717,5
1781580722,5
1781580727,6
1781580732,6
1781580737,6
1781580742,7
1781580747,7
1781580752,7
1781580757,8
1781580762,8
1781580767,8
1781580772,8
1781580777,8
1781580782,8
1781580787,8
1781580792,8
1781580797,8
1781580802,8
1781580807,8
1781580813,8
1781580818,8
1781580823,8
1781580828,8
1781580833,8
1781580838,8
1781580843,8
1781580848,8
1781580853,8
1781580858,8
1781580863,8
1781580868,8
1781580873,8
1781580878,8
1781580883,8
1781580888,8
1781580893,8
1781580898,8
1781580903,8
1781580908,8
1781580913,8
1781580918,8
1781580923,8
1781580929,8
1781580934,8
1781580939,8
1781580944,8
1781580949,8
1781580954,8
1781580959,8
1781580964,7
1781580969,5
1781580974,6
1781580979,6
1781580984,7
1781580989,7
1781580994,7
1781580999,8
1781581004,9
1781581009,10
1781581014,10
1781581019,10
1781581024,10
1781581029,10
1781581034,10
1781581039,10
1781581044,10
1781581050,10
1781581055,10
1781581060,10
1781581065,10
1781581070,10
1781581075,10
1781581080,10
1781581085,10
1781581090,10
1781581095,10
1781581100,10
1781581105,10
1781581110,10
1781581115,10
1781581120,10
1781581125,9
1781581130,9
1781581135,9
1781581140,9
1781581145,8
1781581150,8
1781581155,8
1781581160,8
1781581165,8
1781581171,8
1781581176,8
1781581181,8
1781581186,8
1781581191,8
1781581196,8
1781581201,7
1781581206,5
1781581211,3
1781581216,2
1781581221,2
1781581226,2
1781581231,2
1781581236,2
1781581241,2
1781581246,2
