LAST SEEN   TYPE      REASON                         OBJECT                            MESSAGE
19m         Normal    Starting                       node/kind-worker2                 
19m         Normal    Starting                       node/kind-worker                  
20m         Normal    Starting                       node/kind-control-plane           
19m         Normal    Starting                       node/kind-worker3                 
20m         Normal    NodeHasSufficientMemory        node/kind-control-plane           Node kind-control-plane status is now: NodeHasSufficientMemory
20m         Normal    Starting                       node/kind-control-plane           Starting kubelet.
20m         Normal    NodeHasNoDiskPressure          node/kind-control-plane           Node kind-control-plane status is now: NodeHasNoDiskPressure
20m         Normal    NodeHasSufficientPID           node/kind-control-plane           Node kind-control-plane status is now: NodeHasSufficientPID
20m         Normal    NodeAllocatableEnforced        node/kind-control-plane           Updated Node Allocatable limit across pods
20m         Normal    NodeHasNoDiskPressure          node/kind-control-plane           Node kind-control-plane status is now: NodeHasNoDiskPressure
20m         Normal    Starting                       node/kind-control-plane           Starting kubelet.
20m         Normal    NodeAllocatableEnforced        node/kind-control-plane           Updated Node Allocatable limit across pods
20m         Normal    NodeHasSufficientMemory        node/kind-control-plane           Node kind-control-plane status is now: NodeHasSufficientMemory
20m         Normal    NodeHasSufficientPID           node/kind-control-plane           Node kind-control-plane status is now: NodeHasSufficientPID
20m         Normal    RegisteredNode                 node/kind-control-plane           Node kind-control-plane event: Registered Node kind-control-plane in Controller
20m         Normal    NodeHasSufficientMemory        node/kind-worker2                 Node kind-worker2 status is now: NodeHasSufficientMemory
20m         Normal    NodeHasNoDiskPressure          node/kind-worker                  Node kind-worker status is now: NodeHasNoDiskPressure
20m         Normal    NodeHasSufficientPID           node/kind-worker2                 Node kind-worker2 status is now: NodeHasSufficientPID
20m         Normal    NodeHasSufficientPID           node/kind-worker                  Node kind-worker status is now: NodeHasSufficientPID
20m         Normal    NodeAllocatableEnforced        node/kind-worker2                 Updated Node Allocatable limit across pods
20m         Normal    Starting                       node/kind-worker3                 Starting kubelet.
20m         Normal    NodeHasSufficientMemory        node/kind-worker3                 Node kind-worker3 status is now: NodeHasSufficientMemory
20m         Normal    NodeHasNoDiskPressure          node/kind-worker2                 Node kind-worker2 status is now: NodeHasNoDiskPressure
20m         Normal    NodeHasNoDiskPressure          node/kind-worker3                 Node kind-worker3 status is now: NodeHasNoDiskPressure
20m         Normal    NodeHasSufficientPID           node/kind-worker3                 Node kind-worker3 status is now: NodeHasSufficientPID
20m         Normal    NodeAllocatableEnforced        node/kind-worker3                 Updated Node Allocatable limit across pods
20m         Normal    NodeHasSufficientMemory        node/kind-worker                  Node kind-worker status is now: NodeHasSufficientMemory
20m         Normal    NodeAllocatableEnforced        node/kind-worker                  Updated Node Allocatable limit across pods
20m         Normal    Starting                       node/kind-worker                  Starting kubelet.
19m         Normal    RegisteredNode                 node/kind-worker3                 Node kind-worker3 event: Registered Node kind-worker3 in Controller
19m         Normal    RegisteredNode                 node/kind-worker2                 Node kind-worker2 event: Registered Node kind-worker2 in Controller
19m         Normal    RegisteredNode                 node/kind-worker                  Node kind-worker event: Registered Node kind-worker in Controller
19m         Normal    NodeReady                      node/kind-control-plane           Node kind-control-plane status is now: NodeReady
19m         Normal    NodeReady                      node/kind-worker                  Node kind-worker status is now: NodeReady
19m         Normal    NodeReady                      node/kind-worker3                 Node kind-worker3 status is now: NodeReady
19m         Normal    NodeReady                      node/kind-worker2                 Node kind-worker2 status is now: NodeReady
17m         Normal    Started                        pod/cpu-app-bcc7f4b9c-95jzm       Container started
17m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-xznf8       Successfully assigned default/cpu-app-bcc7f4b9c-xznf8 to kind-worker3
17m         Normal    Started                        pod/cpu-app-bcc7f4b9c-98dfw       Container started
17m         Normal    Created                        pod/cpu-app-bcc7f4b9c-98dfw       Container created
17m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-98dfw       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
17m         Normal    Scheduled                      pod/cpu-app-bcc7f4b9c-98dfw       Successfully assigned default/cpu-app-bcc7f4b9c-98dfw to kind-worker2
17m         Normal    Started                        pod/cpu-app-bcc7f4b9c-xznf8       Container started
17m         Normal    Created                        pod/cpu-app-bcc7f4b9c-xznf8       Container created
17m         Normal    Pulled                         pod/cpu-app-bcc7f4b9c-xznf8       Container image "cpu-http-app:latest" already present on machine and can be accessed by the pod
17m         Normal    Created                        pod/cpu-app-bcc7f4b9c-95jzm       Container created
