1781614564,2
1781614569,2
1781614574,2
1781614579,2
1781614584,2
1781614589,2
1781614594,2
1781614599,2
1781614604,2
1781614609,2
1781614615,2
1781614620,3
1781614625,4
1781614630,4
1781614635,5
1781614640,5
1781614645,5
1781614650,6
1781614655,6
1781614660,6
1781614665,7
1781614670,8
1781614675,8
1781614680,8
1781614685,8
1781614690,8
1781614695,8
1781614700,8
1781614706,8
1781614711,8
1781614716,8
1781614721,8
1781614726,8
1781614731,8
1781614736,8
1781614741,8
1781614746,8
1781614751,8
1781614756,8
1781614761,8
1781614766,8
1781614771,8
1781614776,8
1781614781,8
1781614786,8
1781614791,8
1781614796,8
1781614802,8
1781614807,8
1781614812,8
1781614817,8
1781614822,8
1781614827,8
1781614832,8
1781614837,8
1781614842,8
1781614847,8
1781614852,8
1781614857,8
1781614862,8
1781614867,8
1781614872,8
1781614877,8
1781614882,8
1781614887,8
1781614893,8
1781614898,8
1781614903,8
1781614908,8
1781614913,8
1781614918,8
1781614923,8
1781614928,8
1781614933,8
1781614938,8
1781614943,6
1781614948,4
1781614953,4
1781614958,4
1781614963,5
1781614968,5
1781614973,5
1781614978,6
1781614984,6
1781614989,6
1781614994,7
1781614999,8
1781615004,8
1781615009,8
1781615014,8
1781615019,8
1781615024,8
1781615029,8
1781615034,8
1781615039,8
1781615044,8
1781615049,8
1781615054,8
1781615059,8
1781615064,8
1781615069,8
1781615075,8
1781615080,8
1781615085,8
1781615090,8
1781615095,8
1781615100,8
1781615105,8
1781615110,8
1781615115,8
1781615120,8
1781615125,8
1781615130,8
1781615135,8
1781615140,8
1781615145,8
1781615150,8
1781615155,8
1781615160,8
1781615166,8
1781615171,8
1781615176,8
1781615181,8
1781615186,8
1781615191,8
1781615196,8
1781615201,8
1781615206,8
1781615211,8
1781615216,8
1781615221,8
1781615226,8
1781615231,8
1781615236,8
1781615241,8
1781615246,8
1781615251,8
1781615256,8
1781615261,8
1781615267,8
1781615272,8
1781615277,6
1781615282,4
1781615287,2
1781615292,2
1781615297,2
1781615302,2
1781615307,2
1781615312,2
